age,gender,user_id,product_id,region,device,category,price,rating,hour,dayofweek,clicked,purchased,weight
59,M,user_467,product_89,Upper West,mobile,Clothing,202,3.7,6,2,0,0,0.05
48,F,user_502,product_250,Upper East,mobile,Groceries,68,3.1,7,2,1,0,0.55
36,M,user_811,product_140,Northern,desktop,Electronics,670,3.4,8,2,1,0,0.55
56,M,user_36,product_151,Central,mobile,Sports,218,3.5,8,2,1,1,3.05
32,F,user_391,product_43,Central,mobile,Home Appliances,922,4.0,8,2,0,0,0.05
55,M,user_346,product_94,Western,mobile,Health & Beauty,73,4.1,8,2,0,0,0.05
48,M,user_330,product_123,Greater Accra,mobile,Sports,161,4.6,8,2,1,0,0.55
57,M,user_913,product_104,Volta,mobile,Health & Beauty,43,4.4,8,2,1,1,3.05
60,M,user_825,product_6,Northern,desktop,Sports,225,3.3,9,2,1,0,0.55
53,M,user_669,product_218,Western,mobile,Electronics,694,3.7,9,2,0,0,0.05
46,F,user_246,product_48,Ashanti,mobile,Mobile Phones,1172,4.0,9,2,1,0,0.55
29,F,user_85,product_170,Western,mobile,Groceries,47,3.9,9,2,1,0,0.55
27,F,user_210,product_109,Eastern,mobile,Home Appliances,845,4.8,10,2,1,0,0.55
41,F,user_223,product_4,Upper West,mobile,Health & Beauty,83,4.0,10,2,1,0,0.55
54,F,user_257,product_144,Upper West,mobile,Clothing,206,3.6,11,2,1,1,3.05
24,M,user_153,product_247,Upper West,mobile,Electronics,752,4.4,11,2,1,0,0.55
64,M,user_378,product_73,Northern,mobile,Groceries,43,3.6,12,2,0,0,0.05
64,F,user_571,product_62,Northern,desktop,Groceries,57,3.4,12,2,1,0,0.55
59,F,user_80,product_10,Volta,mobile,Home Appliances,898,3.8,13,2,0,0,0.05
54,M,user_544,product_104,Ashanti,mobile,Health & Beauty,43,4.4,13,2,0,0,0.05
38,M,user_27,product_247,Greater Accra,mobile,Electronics,752,4.4,13,2,1,0,0.55
33,M,user_871,product_248,Upper West,mobile,Home Appliances,850,3.8,13,2,1,1,3.05
38,M,user_582,product_62,Western,mobile,Groceries,57,3.4,13,2,0,0,0.05
19,F,user_166,product_144,Central,mobile,Clothing,206,3.6,13,2,1,0,0.55
29,F,user_190,product_95,Volta,mobile,Sports,166,3.9,13,2,0,0,0.05
45,F,user_574,product_62,Greater Accra,mobile,Groceries,57,3.4,13,2,1,0,0.55
51,M,user_551,product_240,Central,mobile,Health & Beauty,99,3.7,14,2,1,0,0.55
64,F,user_677,product_13,Western,mobile,Sports,114,3.9,15,2,0,0,0.05
55,M,user_351,product_26,Upper West,desktop,Sports,220,3.3,15,2,1,0,0.55
55,M,user_591,product_179,Ashanti,mobile,Books,52,3.8,15,2,0,0,0.05
48,F,user_621,product_163,Eastern,mobile,Home Appliances,977,3.8,15,2,1,0,0.55
50,F,user_923,product_145,Central,mobile,Sports,223,3.2,15,2,0,0,0.05
39,F,user_615,product_175,Upper East,mobile,Groceries,41,4.5,15,2,1,0,0.55
64,M,user_522,product_174,Upper East,mobile,Health & Beauty,116,2.9,16,2,0,0,0.05
64,F,user_275,product_26,Upper East,mobile,Sports,220,3.3,16,2,0,0,0.05
31,F,user_625,product_144,Ashanti,desktop,Clothing,206,3.6,16,2,1,0,0.55
51,F,user_912,product_184,Northern,mobile,Home Appliances,798,3.7,16,2,1,1,3.05
52,M,user_953,product_227,Upper West,mobile,Books,69,4.3,16,2,0,0,0.05
40,F,user_82,product_215,Western,mobile,Groceries,41,3.8,17,2,1,0,0.55
24,F,user_605,product_2,Eastern,mobile,Health & Beauty,51,4.3,17,2,1,0,0.55
48,F,user_932,product_63,Greater Accra,desktop,Home Appliances,696,4.2,17,2,1,0,0.55
61,F,user_731,product_56,Volta,mobile,Health & Beauty,41,4.6,17,2,0,0,0.05
51,F,user_177,product_243,Western,mobile,Groceries,45,4.4,17,2,1,1,3.05
47,M,user_322,product_134,Central,mobile,Electronics,576,4.2,18,2,0,0,0.05
53,F,user_774,product_36,Central,desktop,Electronics,388,3.6,18,2,0,0,0.05
55,M,user_675,product_84,Eastern,mobile,Health & Beauty,75,3.9,18,2,0,0,0.05
53,M,user_809,product_8,Upper West,mobile,Books,73,3.0,18,2,0,0,0.05
19,M,user_743,product_179,Upper West,mobile,Books,52,3.8,18,2,1,1,3.05
57,F,user_449,product_225,Volta,mobile,Books,63,4.0,18,2,1,0,0.55
33,F,user_565,product_58,Eastern,mobile,Sports,198,3.9,21,2,0,0,0.05
44,M,user_581,product_94,Volta,mobile,Health & Beauty,73,4.1,21,2,1,0,0.55
21,M,user_643,product_63,Ashanti,mobile,Home Appliances,696,4.2,21,2,0,0,0.05
48,F,user_972,product_57,Ashanti,mobile,Health & Beauty,60,4.1,21,2,1,1,3.05
55,F,user_730,product_6,Volta,mobile,Sports,225,3.3,22,2,1,0,0.55
55,F,user_368,product_216,Western,mobile,Sports,199,5.0,22,2,0,0,0.05
18,F,user_558,product_4,Greater Accra,mobile,Health & Beauty,83,4.0,22,2,0,0,0.05
21,M,user_221,product_73,Volta,mobile,Groceries,43,3.6,22,2,1,0,0.55
25,M,user_357,product_218,Upper East,desktop,Electronics,694,3.7,23,2,0,0,0.05
45,F,user_816,product_36,Western,mobile,Electronics,388,3.6,23,2,0,0,0.05
65,M,user_514,product_127,Eastern,desktop,Mobile Phones,1576,3.9,23,2,0,0,0.05
59,M,user_933,product_155,Western,mobile,Sports,200,3.9,23,2,1,0,0.55
59,F,user_705,product_145,Upper West,mobile,Sports,223,3.2,0,3,0,0,0.05
24,M,user_604,product_133,Volta,mobile,Electronics,657,3.4,0,3,1,1,3.05
44,F,user_448,product_65,Central,mobile,Health & Beauty,109,4.8,0,3,0,0,0.05
57,M,user_307,product_223,Greater Accra,mobile,Sports,233,3.7,0,3,0,0,0.05
18,F,user_558,product_187,Greater Accra,mobile,Sports,165,3.9,0,3,0,0,0.05
61,F,user_671,product_238,Western,mobile,Clothing,98,4.8,1,3,1,0,0.55
38,F,user_786,product_111,Upper East,desktop,Health & Beauty,95,4.1,1,3,1,1,3.05
24,F,user_511,product_125,Volta,mobile,Clothing,140,3.8,1,3,1,0,0.55
56,F,user_247,product_63,Volta,mobile,Home Appliances,696,4.2,2,3,1,0,0.55
58,M,user_425,product_226,Upper West,mobile,Books,39,3.6,2,3,0,0,0.05
53,F,user_202,product_133,Western,mobile,Electronics,657,3.4,2,3,0,0,0.05
58,M,user_425,product_159,Upper West,mobile,Books,65,3.4,2,3,1,0,0.55
32,M,user_341,product_6,Central,mobile,Sports,225,3.3,2,3,0,0,0.05
27,F,user_712,product_36,Western,mobile,Electronics,388,3.6,3,3,1,1,3.05
51,M,user_10,product_216,Ashanti,desktop,Sports,199,5.0,3,3,1,1,3.05
33,M,user_388,product_57,Ashanti,mobile,Health & Beauty,60,4.1,4,3,0,0,0.05
47,F,user_489,product_238,Greater Accra,mobile,Clothing,98,4.8,4,3,0,0,0.05
47,F,user_876,product_170,Upper West,mobile,Groceries,47,3.9,4,3,1,1,3.05
22,F,user_281,product_141,Volta,mobile,Books,74,3.6,5,3,1,0,0.55
39,F,user_204,product_104,Ashanti,mobile,Health & Beauty,43,4.4,6,3,1,0,0.55
21,F,user_84,product_163,Upper East,mobile,Home Appliances,977,3.8,6,3,1,0,0.55
48,M,user_328,product_144,Greater Accra,mobile,Clothing,206,3.6,6,3,0,0,0.05
57,M,user_244,product_184,Central,mobile,Home Appliances,798,3.7,6,3,1,1,3.05
63,M,user_603,product_144,Northern,mobile,Clothing,206,3.6,6,3,1,0,0.55
35,M,user_451,product_247,Northern,desktop,Electronics,752,4.4,7,3,1,1,3.05
27,F,user_630,product_26,Eastern,mobile,Sports,220,3.3,7,3,0,0,0.05
43,M,user_413,product_235,Upper East,mobile,Sports,194,4.4,8,3,0,0,0.05
55,F,user_568,product_174,Central,mobile,Health & Beauty,116,2.9,8,3,1,1,3.05
28,M,user_107,product_63,Upper East,mobile,Home Appliances,696,4.2,9,3,1,0,0.55
52,F,user_742,product_157,Eastern,desktop,Books,71,4.1,10,3,1,0,0.55
63,M,user_695,product_50,Northern,mobile,Books,43,3.5,10,3,0,0,0.05
54,F,user_220,product_125,Upper West,mobile,Clothing,140,3.8,11,3,1,0,0.55
48,F,user_972,product_42,Ashanti,mobile,Groceries,50,4.7,12,3,0,0,0.05
47,F,user_516,product_108,Ashanti,mobile,Clothing,161,4.5,12,3,1,0,0.55
58,M,user_295,product_10,Northern,mobile,Home Appliances,898,3.8,12,3,0,0,0.05
37,F,user_333,product_66,Central,mobile,Groceries,56,3.7,13,3,0,0,0.05
38,M,user_563,product_125,Western,mobile,Clothing,140,3.8,14,3,1,1,3.05
55,M,user_340,product_179,Western,mobile,Books,52,3.8,14,3,0,0,0.05
59,M,user_632,product_57,Northern,mobile,Health & Beauty,60,4.1,15,3,0,0,0.05
44,F,user_280,product_174,Volta,mobile,Health & Beauty,116,2.9,15,3,1,0,0.55
51,M,user_10,product_110,Ashanti,desktop,Groceries,42,3.0,15,3,1,0,0.55
32,M,user_772,product_163,Northern,mobile,Home Appliances,977,3.8,15,3,0,0,0.05
61,M,user_57,product_226,Volta,mobile,Books,39,3.6,15,3,1,1,3.05
41,F,user_681,product_122,Eastern,mobile,Sports,190,4.2,16,3,0,0,0.05
55,M,user_707,product_60,Northern,mobile,Sports,170,3.7,16,3,0,0,0.05
44,F,user_406,product_60,Greater Accra,mobile,Sports,170,3.7,16,3,0,0,0.05
27,F,user_712,product_125,Western,mobile,Clothing,140,3.8,17,3,1,0,0.55
51,F,user_912,product_179,Northern,mobile,Books,52,3.8,17,3,1,0,0.55
39,M,user_282,product_104,Volta,desktop,Health & Beauty,43,4.4,17,3,1,0,0.55
40,M,user_592,product_96,Western,mobile,Sports,167,4.2,17,3,0,0,0.05
51,F,user_799,product_121,Greater Accra,mobile,Home Appliances,947,4.1,18,3,1,0,0.55
44,F,user_981,product_100,Central,mobile,Clothing,117,3.3,18,3,1,0,0.55
52,F,user_225,product_5,Volta,mobile,Groceries,57,3.6,18,3,1,0,0.55
57,M,user_67,product_163,Northern,mobile,Home Appliances,977,3.8,18,3,0,0,0.05
52,F,user_41,product_235,Upper West,mobile,Sports,194,4.4,19,3,0,0,0.05
63,F,user_112,product_236,Northern,mobile,Mobile Phones,1164,4.1,19,3,0,0,0.05
33,M,user_729,product_75,Ashanti,desktop,Sports,202,4.9,20,3,1,1,3.05
46,M,user_874,product_86,Upper East,mobile,Electronics,816,3.6,20,3,0,0,0.05
32,M,user_772,product_75,Northern,mobile,Sports,202,4.9,20,3,1,1,3.05
37,F,user_450,product_250,Upper East,desktop,Groceries,68,3.1,20,3,0,0,0.05
23,M,user_176,product_187,Eastern,desktop,Sports,165,3.9,20,3,1,0,0.55
61,M,user_278,product_218,Central,mobile,Electronics,694,3.7,21,3,0,0,0.05
58,M,user_820,product_218,Northern,mobile,Electronics,694,3.7,21,3,0,0,0.05
27,M,user_680,product_77,Central,mobile,Books,45,4.2,22,3,1,1,3.05
23,M,user_708,product_110,Central,desktop,Groceries,42,3.0,22,3,1,0,0.55
61,F,user_731,product_95,Volta,mobile,Sports,166,3.9,22,3,1,0,0.55
59,M,user_627,product_37,Ashanti,desktop,Groceries,60,3.3,22,3,1,0,0.55
36,F,user_54,product_232,Upper West,desktop,Groceries,33,4.3,22,3,1,0,0.55
47,M,user_453,product_120,Western,desktop,Electronics,938,3.9,22,3,0,0,0.05
38,F,user_738,product_234,Greater Accra,mobile,Mobile Phones,1130,3.1,23,3,1,0,0.55
56,M,user_696,product_76,Eastern,mobile,Mobile Phones,1355,4.3,23,3,0,0,0.05
48,M,user_394,product_133,Greater Accra,mobile,Electronics,657,3.4,23,3,1,1,3.05
58,M,user_147,product_144,Northern,mobile,Clothing,206,3.6,0,4,1,1,3.05
35,F,user_230,product_202,Upper West,mobile,Sports,188,4.1,0,4,1,0,0.55
24,F,user_354,product_33,Ashanti,mobile,Groceries,43,3.6,0,4,1,0,0.55
37,F,user_658,product_56,Northern,mobile,Health & Beauty,41,4.6,0,4,1,1,3.05
58,M,user_120,product_84,Western,desktop,Health & Beauty,75,3.9,1,4,0,0,0.05
18,M,user_302,product_247,Greater Accra,mobile,Electronics,752,4.4,1,4,0,0,0.05
20,F,user_179,product_104,Upper East,mobile,Health & Beauty,43,4.4,1,4,1,0,0.55
65,F,user_586,product_100,Upper West,desktop,Clothing,117,3.3,1,4,1,1,3.05
53,F,user_108,product_4,Eastern,mobile,Health & Beauty,83,4.0,1,4,1,0,0.55
28,M,user_158,product_134,Ashanti,mobile,Electronics,576,4.2,1,4,0,0,0.05
39,F,user_553,product_2,Western,mobile,Health & Beauty,51,4.3,1,4,1,0,0.55
50,F,user_361,product_184,Central,mobile,Home Appliances,798,3.7,1,4,1,0,0.55
54,F,user_207,product_144,Western,mobile,Clothing,206,3.6,2,4,1,0,0.55
38,F,user_947,product_184,Eastern,mobile,Home Appliances,798,3.7,2,4,1,0,0.55
30,M,user_556,product_104,Volta,mobile,Health & Beauty,43,4.4,2,4,0,0,0.05
53,F,user_183,product_184,Central,mobile,Home Appliances,798,3.7,2,4,0,0,0.05
30,M,user_160,product_84,Central,mobile,Health & Beauty,75,3.9,2,4,1,0,0.55
55,M,user_212,product_144,Northern,desktop,Clothing,206,3.6,3,4,1,1,3.05
38,M,user_582,product_226,Western,mobile,Books,39,3.6,3,4,0,0,0.05
38,F,user_529,product_30,Northern,mobile,Clothing,147,4.5,3,4,1,0,0.55
49,M,user_596,product_250,Volta,mobile,Groceries,68,3.1,4,4,0,0,0.05
19,M,user_314,product_104,Greater Accra,mobile,Health & Beauty,43,4.4,4,4,1,0,0.55
25,M,user_487,product_104,Upper East,mobile,Health & Beauty,43,4.4,4,4,1,0,0.55
29,M,user_967,product_153,Greater Accra,mobile,Home Appliances,798,3.1,4,4,1,1,3.05
25,M,user_137,product_114,Central,mobile,Home Appliances,1060,3.7,4,4,0,0,0.05
53,F,user_774,product_3,Central,desktop,Health & Beauty,83,3.8,4,4,0,0,0.05
51,M,user_213,product_184,Ashanti,mobile,Home Appliances,798,3.7,5,4,1,0,0.55
22,F,user_631,product_144,Upper West,mobile,Clothing,206,3.6,5,4,0,0,0.05
57,M,user_244,product_62,Central,mobile,Groceries,57,3.4,6,4,1,1,3.05
37,F,user_663,product_199,Upper East,mobile,Health & Beauty,74,5.0,6,4,1,0,0.55
23,F,user_670,product_100,Upper East,mobile,Clothing,117,3.3,7,4,0,0,0.05
62,F,user_942,product_61,Northern,mobile,Books,59,2.7,7,4,0,0,0.05
40,M,user_839,product_113,Volta,desktop,Groceries,32,4.4,8,4,0,0,0.05
54,F,user_207,product_24,Western,mobile,Groceries,54,3.7,8,4,1,0,0.55
54,M,user_21,product_100,Central,mobile,Clothing,117,3.3,9,4,0,0,0.05
63,F,user_149,product_56,Eastern,mobile,Health & Beauty,41,4.6,9,4,1,0,0.55
58,M,user_44,product_8,Volta,desktop,Books,73,3.0,10,4,0,0,0.05
62,F,user_597,product_77,Eastern,mobile,Books,45,4.2,10,4,0,0,0.05
43,M,user_979,product_52,Western,mobile,Clothing,167,4.6,11,4,0,0,0.05
60,M,user_339,product_4,Ashanti,mobile,Health & Beauty,83,4.0,12,4,1,1,3.05
20,F,user_218,product_77,Greater Accra,mobile,Books,45,4.2,12,4,1,0,0.55
53,F,user_318,product_75,Eastern,mobile,Sports,202,4.9,14,4,0,0,0.05
56,M,user_99,product_187,Northern,mobile,Sports,165,3.9,14,4,1,0,0.55
44,M,user_332,product_109,Volta,desktop,Home Appliances,845,4.8,14,4,0,0,0.05
20,F,user_447,product_184,Volta,mobile,Home Appliances,798,3.7,14,4,0,0,0.05
57,M,user_244,product_84,Central,mobile,Health & Beauty,75,3.9,14,4,1,0,0.55
63,M,user_372,product_133,Eastern,mobile,Electronics,657,3.4,15,4,0,0,0.05
23,F,user_734,product_144,Western,desktop,Clothing,206,3.6,16,4,1,0,0.55
31,F,user_164,product_26,Upper West,desktop,Sports,220,3.3,16,4,1,0,0.55
48,F,user_932,product_104,Greater Accra,desktop,Health & Beauty,43,4.4,16,4,0,0,0.05
49,F,user_402,product_184,Upper West,mobile,Home Appliances,798,3.7,16,4,0,0,0.05
51,M,user_213,product_184,Ashanti,mobile,Home Appliances,798,3.7,16,4,0,0,0.05
46,M,user_706,product_56,Upper East,mobile,Health & Beauty,41,4.6,16,4,1,0,0.55
48,M,user_305,product_170,Upper West,mobile,Groceries,47,3.9,17,4,1,0,0.55
45,F,user_103,product_19,Greater Accra,mobile,Sports,175,4.0,17,4,0,0,0.05
27,F,user_999,product_75,Upper West,mobile,Sports,202,4.9,17,4,1,0,0.55
19,F,user_407,product_133,Eastern,mobile,Electronics,657,3.4,17,4,1,0,0.55
22,F,user_24,product_120,Greater Accra,mobile,Electronics,938,3.9,18,4,1,0,0.55
20,M,user_29,product_37,Central,mobile,Groceries,60,3.3,18,4,0,0,0.05
53,M,user_292,product_220,Western,mobile,Electronics,743,3.5,18,4,0,0,0.05
42,M,user_790,product_105,Northern,mobile,Electronics,528,3.8,18,4,0,0,0.05
65,M,user_301,product_56,Western,mobile,Health & Beauty,41,4.6,18,4,1,0,0.55
43,M,user_299,product_109,Central,mobile,Home Appliances,845,4.8,19,4,0,0,0.05
56,M,user_99,product_26,Northern,mobile,Sports,220,3.3,19,4,1,0,0.55
64,F,user_617,product_179,Northern,mobile,Books,52,3.8,19,4,0,0,0.05
19,M,user_743,product_63,Upper West,mobile,Home Appliances,696,4.2,20,4,0,0,0.05
62,M,user_800,product_144,Central,mobile,Clothing,206,3.6,20,4,1,0,0.55
52,F,user_41,product_26,Upper West,mobile,Sports,220,3.3,20,4,0,0,0.05
38,M,user_577,product_100,Volta,desktop,Clothing,117,3.3,20,4,1,0,0.55
42,F,user_798,product_184,Upper East,mobile,Home Appliances,798,3.7,20,4,0,0,0.05
21,F,user_195,product_121,Central,desktop,Home Appliances,947,4.1,20,4,0,0,0.05
65,F,user_279,product_170,Greater Accra,mobile,Groceries,47,3.9,21,4,1,0,0.55
32,F,user_168,product_40,Upper East,desktop,Clothing,86,4.3,21,4,0,0,0.05
21,M,user_997,product_157,Upper West,mobile,Books,71,4.1,21,4,0,0,0.05
37,F,user_261,product_57,Central,mobile,Health & Beauty,60,4.1,22,4,0,0,0.05
62,F,user_993,product_109,Greater Accra,mobile,Home Appliances,845,4.8,22,4,0,0,0.05
23,F,user_734,product_57,Western,desktop,Health & Beauty,60,4.1,22,4,0,0,0.05
36,F,user_930,product_220,Upper East,mobile,Electronics,743,3.5,22,4,0,0,0.05
34,M,user_520,product_6,Central,desktop,Sports,225,3.3,23,4,0,0,0.05
43,F,user_682,product_125,Ashanti,mobile,Clothing,140,3.8,23,4,0,0,0.05
62,F,user_942,product_144,Northern,mobile,Clothing,206,3.6,0,5,1,0,0.55
33,F,user_984,product_3,Greater Accra,mobile,Health & Beauty,83,3.8,0,5,1,0,0.55
54,M,user_21,product_179,Central,mobile,Books,52,3.8,0,5,0,0,0.05
45,M,user_387,product_241,Upper West,mobile,Electronics,728,3.4,0,5,0,0,0.05
63,M,user_62,product_113,Central,desktop,Groceries,32,4.4,0,5,1,0,0.55
43,M,user_555,product_134,Ashanti,mobile,Electronics,576,4.2,0,5,1,1,3.05
22,F,user_24,product_63,Greater Accra,mobile,Home Appliances,696,4.2,0,5,0,0,0.05
53,F,user_766,product_27,Ashanti,desktop,Health & Beauty,74,3.6,1,5,0,0,0.05
43,F,user_73,product_26,Upper East,mobile,Sports,220,3.3,1,5,1,0,0.55
26,F,user_864,product_236,Eastern,mobile,Mobile Phones,1164,4.1,1,5,0,0,0.05
55,M,user_72,product_81,Northern,mobile,Mobile Phones,1426,3.8,1,5,0,0,0.05
